Filename,n,m,Metodo,Tiempo
exp_random_denso_10nodos_41ejes.txt,10,41,Floyd-Warshall,1059.32
exp_random_denso_10nodos_41ejes.txt,10,41,Dijkstra con cola de prioridad,1112.5
exp_random_denso_10nodos_41ejes.txt,10,41,Bellman-Ford,4695.88
exp_random_denso_10nodos_41ejes.txt,10,41,Floyd-Warshall,1053.2
exp_random_denso_10nodos_41ejes.txt,10,41,Dijkstra con cola de prioridad,1117.58
exp_random_denso_10nodos_41ejes.txt,10,41,Bellman-Ford,4704
exp_random_denso_10nodos_41ejes.txt,10,41,Floyd-Warshall,1047.41
exp_random_denso_11nodos_53ejes.txt,11,53,Dijkstra con cola de prioridad,1649.63
exp_random_denso_11nodos_53ejes.txt,11,53,Bellman-Ford,7301.91
exp_random_denso_11nodos_53ejes.txt,11,53,Floyd-Warshall,1380
exp_random_denso_11nodos_53ejes.txt,11,53,Dijkstra con cola de prioridad,1656.81
exp_random_denso_11nodos_53ejes.txt,11,53,Bellman-Ford,7329.84
exp_random_denso_11nodos_53ejes.txt,11,53,Floyd-Warshall,1391.22
exp_random_denso_11nodos_53ejes.txt,11,53,Dijkstra con cola de prioridad,1648.05
exp_random_denso_11nodos_53ejes.txt,11,53,Bellman-Ford,7300.04
exp_random_denso_11nodos_53ejes.txt,11,53,Floyd-Warshall,1378.4
exp_random_denso_11nodos_53ejes.txt,11,53,Dijkstra con cola de prioridad,1654.02
exp_random_denso_11nodos_53ejes.txt,11,53,Bellman-Ford,7362.35
exp_random_denso_11nodos_53ejes.txt,11,53,Floyd-Warshall,1380.71
exp_random_denso_11nodos_53ejes.txt,11,53,Dijkstra con cola de prioridad,1658.62
exp_random_denso_11nodos_53ejes.txt,11,53,Bellman-Ford,7307.01
exp_random_denso_11nodos_53ejes.txt,11,53,Floyd-Warshall,1373.36
exp_random_denso_11nodos_53ejes.txt,11,53,Dijkstra con cola de prioridad,1651.36
exp_random_denso_11nodos_53ejes.txt,11,53,Bellman-Ford,7352.66
exp_random_denso_11nodos_53ejes.txt,11,53,Floyd-Warshall,1383.99
exp_random_denso_11nodos_53ejes.txt,11,53,Dijkstra con cola de prioridad,1646.81
exp_random_denso_11nodos_53ejes.txt,11,53,Bellman-Ford,7325.52
exp_random_denso_11nodos_53ejes.txt,11,53,Floyd-Warshall,1389.1
exp_random_denso_11nodos_53ejes.txt,11,53,Dijkstra con cola de prioridad,1656.64
exp_random_denso_11nodos_53ejes.txt,11,53,Bellman-Ford,7329.74
exp_random_denso_11nodos_53ejes.txt,11,53,Floyd-Warshall,1379.2
exp_random_denso_11nodos_53ejes.txt,11,53,Dijkstra con cola de prioridad,1652.57
exp_random_denso_11nodos_53ejes.txt,11,53,Bellman-Ford,7311.74
exp_random_denso_11nodos_53ejes.txt,11,53,Floyd-Warshall,1367.78
exp_random_denso_12nodos_64ejes.txt,12,64,Dijkstra con cola de prioridad,2209.83
exp_random_denso_12nodos_64ejes.txt,12,64,Bellman-Ford,10330.9
exp_random_denso_12nodos_64ejes.txt,12,64,Floyd-Warshall,1812.02
exp_random_denso_12nodos_64ejes.txt,12,64,Dijkstra con cola de prioridad,2203.07
exp_random_denso_12nodos_64ejes.txt,12,64,Bellman-Ford,10296.8
exp_random_denso_12nodos_64ejes.txt,12,64,Floyd-Warshall,1813.75
